# 1.This file shows the parsed IR info when graph evaluating failed to help find the problem.
# 2.You can search the last `------------------------>` to the node which is inferred failed.
# 3.Refer to https://www.mindspore.cn/search?inputValue=analyze_fail.dat to get more instructions.
# ===============================================================================

# [No.1] construct_wrapper.42
# In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(330)/    def construct(self, *inputs):/
funcgraph fg_42(
        %para1 : Tensor(F32)[3, 40960, 6]    # inputs0
        , %para572 : Ref[Tensor(F32)][128]    # moment2.network.encoder.3.pool1.mlp.batch_norm.gamma
        , %para573 : Ref[Tensor(F32)][128]    # moment2.network.encoder.3.pool1.mlp.batch_norm.beta
        , %para574 : Ref[Tensor(F32)][256]    # moment2.network.encoder.3.pool2.mlp.conv.bias
        , %para575 : Ref[Tensor(F32)][256]    # moment2.network.encoder.3.pool2.mlp.batch_norm.gamma
        , %para576 : Ref[Tensor(F32)][256]    # moment2.network.encoder.3.pool2.mlp.batch_norm.beta
        , %para577 : Ref[Tensor(F32)][256]    # moment2.network.encoder.4.mlp1.conv.bias
        , %para578 : Ref[Tensor(F32)][256]    # moment2.network.encoder.4.mlp1.batch_norm.gamma
        , %para579 : Ref[Tensor(F32)][256]    # moment2.network.encoder.4.mlp1.batch_norm.beta
        , %para580 : Ref[Tensor(F32)][1024]    # moment2.network.encoder.4.mlp2.conv.bias
        , %para581 : Ref[Tensor(F32)][1024]    # moment2.network.encoder.4.mlp2.batch_norm.gamma
        , %para582 : Ref[Tensor(F32)][1024]    # moment2.network.encoder.4.mlp2.batch_norm.beta
        , %para583 : Ref[Tensor(F32)][1024]    # moment2.network.encoder.4.shortcut.conv.bias
        , %para584 : Ref[Tensor(F32)][1024]    # moment2.network.encoder.4.shortcut.batch_norm.gamma
        , %para585 : Ref[Tensor(F32)][1024]    # moment2.network.encoder.4.shortcut.batch_norm.beta
        , %para586 : Ref[Tensor(F32)][256]    # moment2.network.encoder.4.lse1.mlp.conv.bias
        , %para587 : Ref[Tensor(F32)][256]    # moment2.network.encoder.4.lse1.mlp.batch_norm.gamma
        , %para588 : Ref[Tensor(F32)][256]    # moment2.network.encoder.4.lse1.mlp.batch_norm.beta
        , %para589 : Ref[Tensor(F32)][256]    # moment2.network.encoder.4.lse2.mlp.conv.bias
        , %para590 : Ref[Tensor(F32)][256]    # moment2.network.encoder.4.lse2.mlp.batch_norm.gamma
        , %para591 : Ref[Tensor(F32)][256]    # moment2.network.encoder.4.lse2.mlp.batch_norm.beta
        , %para592 : Ref[Tensor(F32)][256]    # moment2.network.encoder.4.pool1.mlp.conv.bias
        , %para593 : Ref[Tensor(F32)][256]    # moment2.network.encoder.4.pool1.mlp.batch_norm.gamma
        , %para594 : Ref[Tensor(F32)][256]    # moment2.network.encoder.4.pool1.mlp.batch_norm.beta
        , %para595 : Ref[Tensor(F32)][512]    # moment2.network.encoder.4.pool2.mlp.conv.bias
        , %para596 : Ref[Tensor(F32)][512]    # moment2.network.encoder.4.pool2.mlp.batch_norm.gamma
        , %para597 : Ref[Tensor(F32)][512]    # moment2.network.encoder.4.pool2.mlp.batch_norm.beta
        , %para598 : Ref[Tensor(F32)][1024]    # moment2.network.mlp.conv.bias
        , %para599 : Ref[Tensor(F32)][1024]    # moment2.network.mlp.batch_norm.gamma
        , %para600 : Ref[Tensor(F32)][1024]    # moment2.network.mlp.batch_norm.beta
        , %para601 : Ref[Tensor(F32)][13]    # moment2.network.supervise.0.conv.bias
        , %para602 : Ref[Tensor(F32)][13]    # moment2.network.supervise.0.batch_norm.gamma
        , %para603 : Ref[Tensor(F32)][13]    # moment2.network.supervise.0.batch_norm.beta
        , %para604 : Ref[Tensor(F32)][13]    # moment2.network.supervise.1.conv.bias
        , %para605 : Ref[Tensor(F32)][13]    # moment2.network.supervise.1.batch_norm.gamma
        , %para606 : Ref[Tensor(F32)][13]    # moment2.network.supervise.1.batch_norm.beta
        , %para607 : Ref[Tensor(F32)][13]    # moment2.network.supervise.2.conv.bias
        , %para608 : Ref[Tensor(F32)][13]    # moment2.network.supervise.2.batch_norm.gamma
        , %para609 : Ref[Tensor(F32)][13]    # moment2.network.supervise.2.batch_norm.beta
        , %para610 : Ref[Tensor(F32)][13]    # moment2.network.supervise.3.conv.bias
        , %para611 : Ref[Tensor(F32)][13]    # moment2.network.supervise.3.batch_norm.gamma
        , %para612 : Ref[Tensor(F32)][13]    # moment2.network.supervise.3.batch_norm.beta
        , %para613 : Ref[Tensor(F32)][13]    # moment2.network.supervise.4.conv.bias
        , %para614 : Ref[Tensor(F32)][13]    # moment2.network.supervise.4.batch_norm.gamma
        , %para615 : Ref[Tensor(F32)][13]    # moment2.network.supervise.4.batch_norm.beta
        , %para616 : Ref[Tensor(F32)][13]    # moment2.network.supervise.5.conv.bias
        , %para617 : Ref[Tensor(F32)][13]    # moment2.network.supervise.5.batch_norm.gamma
        , %para618 : Ref[Tensor(F32)][13]    # moment2.network.supervise.5.batch_norm.beta
        , %para619 : Ref[Tensor(F32)][10]    # moment2.network.Se.0.conv.bias
        , %para620 : Ref[Tensor(F32)][10]    # moment2.network.Se.0.batch_norm.gamma
        , %para621 : Ref[Tensor(F32)][10]    # moment2.network.Se.0.batch_norm.beta
        , %para622 : Ref[Tensor(F32)][10]    # moment2.network.Se.1.conv.bias
        , %para623 : Ref[Tensor(F32)][10]    # moment2.network.Se.1.batch_norm.gamma
        , %para624 : Ref[Tensor(F32)][10]    # moment2.network.Se.1.batch_norm.beta
        , %para625 : Ref[Tensor(F32)][10]    # moment2.network.Se.2.conv.bias
        , %para626 : Ref[Tensor(F32)][10]    # moment2.network.Se.2.batch_norm.gamma
        , %para627 : Ref[Tensor(F32)][10]    # moment2.network.Se.2.batch_norm.beta
        , %para628 : Ref[Tensor(F32)][10]    # moment2.network.Se.3.conv.bias
        , %para629 : Ref[Tensor(F32)][10]    # moment2.network.Se.3.batch_norm.gamma
        , %para630 : Ref[Tensor(F32)][10]    # moment2.network.Se.3.batch_norm.beta
        , %para631 : Ref[Tensor(F32)][512]    # moment2.network.decoder.0.conv.bias
        , %para632 : Ref[Tensor(F32)][512]    # moment2.network.decoder.0.batch_norm.gamma
        , %para633 : Ref[Tensor(F32)][512]    # moment2.network.decoder.0.batch_norm.beta
        , %para634 : Ref[Tensor(F32)][256]    # moment2.network.decoder.1.conv.bias
        , %para635 : Ref[Tensor(F32)][256]    # moment2.network.decoder.1.batch_norm.gamma
        , %para636 : Ref[Tensor(F32)][256]    # moment2.network.decoder.1.batch_norm.beta
        , %para637 : Ref[Tensor(F32)][128]    # moment2.network.decoder.2.conv.bias
        , %para638 : Ref[Tensor(F32)][128]    # moment2.network.decoder.2.batch_norm.gamma
        , %para639 : Ref[Tensor(F32)][128]    # moment2.network.decoder.2.batch_norm.beta
        , %para640 : Ref[Tensor(F32)][32]    # moment2.network.decoder.3.conv.bias
        , %para641 : Ref[Tensor(F32)][32]    # moment2.network.decoder.3.batch_norm.gamma
        , %para642 : Ref[Tensor(F32)][32]    # moment2.network.decoder.3.batch_norm.beta
        , %para643 : Ref[Tensor(F32)][32]    # moment2.network.decoder.4.conv.bias
        , %para644 : Ref[Tensor(F32)][32]    # moment2.network.decoder.4.batch_norm.gamma
        , %para645 : Ref[Tensor(F32)][32]    # moment2.network.decoder.4.batch_norm.beta
        , %para646 : Ref[Tensor(F32)][64]    # moment2.network.fc_end.0.conv.bias
        , %para647 : Ref[Tensor(F32)][64]    # moment2.network.fc_end.0.batch_norm.gamma
        , %para648 : Ref[Tensor(F32)][64]    # moment2.network.fc_end.0.batch_norm.beta
        , %para649 : Ref[Tensor(F32)][32]    # moment2.network.fc_end.1.conv.bias
        , %para650 : Ref[Tensor(F32)][32]    # moment2.network.fc_end.1.batch_norm.gamma
        , %para651 : Ref[Tensor(F32)][32]    # moment2.network.fc_end.1.batch_norm.beta
        , %para652 : Ref[Tensor(F32)][13]    # moment2.network.fc_end.3.conv.bias
        , %para653 : Ref[Tensor(F32)][13]    # moment2.network.fc_end.3.batch_norm.gamma
        , %para654 : Ref[Tensor(F32)][13]    # moment2.network.fc_end.3.batch_norm.beta
        , %para655 : Ref[Tensor(F32)][8, 6]    # moment2.network.fc_start.weight
        , %para656 : Ref[Tensor(F32)][8, 8, 1, 1]    # moment2.network.encoder.0.mlp1.conv.weight
        , %para657 : Ref[Tensor(F32)][32, 16, 1, 1]    # moment2.network.encoder.0.mlp2.conv.weight
        , %para658 : Ref[Tensor(F32)][32, 8, 1, 1]    # moment2.network.encoder.0.shortcut.conv.weight
        , %para659 : Ref[Tensor(F32)][8, 10, 1, 1]    # moment2.network.encoder.0.lse1.mlp.conv.weight
        , %para660 : Ref[Tensor(F32)][8, 8, 1, 1]    # moment2.network.encoder.0.lse2.mlp.conv.weight
        , %para661 : Ref[Tensor(F32)][16, 16]    # moment2.network.encoder.0.pool1.score_fn.0.weight
        , %para662 : Ref[Tensor(F32)][8, 16, 1, 1]    # moment2.network.encoder.0.pool1.mlp.conv.weight
        , %para663 : Ref[Tensor(F32)][16, 16]    # moment2.network.encoder.0.pool2.score_fn.0.weight
        , %para664 : Ref[Tensor(F32)][16, 16, 1, 1]    # moment2.network.encoder.0.pool2.mlp.conv.weight
        , %para665 : Ref[Tensor(F32)][32, 32, 1, 1]    # moment2.network.encoder.1.mlp1.conv.weight
        , %para666 : Ref[Tensor(F32)][128, 64, 1, 1]    # moment2.network.encoder.1.mlp2.conv.weight
        , %para667 : Ref[Tensor(F32)][128, 32, 1, 1]    # moment2.network.encoder.1.shortcut.conv.weight
        , %para668 : Ref[Tensor(F32)][32, 10, 1, 1]    # moment2.network.encoder.1.lse1.mlp.conv.weight
        , %para669 : Ref[Tensor(F32)][32, 32, 1, 1]    # moment2.network.encoder.1.lse2.mlp.conv.weight
        , %para670 : Ref[Tensor(F32)][64, 64]    # moment2.network.encoder.1.pool1.score_fn.0.weight
        , %para671 : Ref[Tensor(F32)][32, 64, 1, 1]    # moment2.network.encoder.1.pool1.mlp.conv.weight
        , %para672 : Ref[Tensor(F32)][64, 64]    # moment2.network.encoder.1.pool2.score_fn.0.weight
        , %para673 : Ref[Tensor(F32)][64, 64, 1, 1]    # moment2.network.encoder.1.pool2.mlp.conv.weight
        , %para674 : Ref[Tensor(F32)][64, 128, 1, 1]    # moment2.network.encoder.2.mlp1.conv.weight
        , %para675 : Ref[Tensor(F32)][256, 128, 1, 1]    # moment2.network.encoder.2.mlp2.conv.weight
        , %para676 : Ref[Tensor(F32)][256, 128, 1, 1]    # moment2.network.encoder.2.shortcut.conv.weight
        , %para677 : Ref[Tensor(F32)][64, 10, 1, 1]    # moment2.network.encoder.2.lse1.mlp.conv.weight
        , %para678 : Ref[Tensor(F32)][64, 64, 1, 1]    # moment2.network.encoder.2.lse2.mlp.conv.weight
        , %para679 : Ref[Tensor(F32)][128, 128]    # moment2.network.encoder.2.pool1.score_fn.0.weight
        , %para680 : Ref[Tensor(F32)][64, 128, 1, 1]    # moment2.network.encoder.2.pool1.mlp.conv.weight
        , %para681 : Ref[Tensor(F32)][128, 128]    # moment2.network.encoder.2.pool2.score_fn.0.weight
        , %para682 : Ref[Tensor(F32)][128, 128, 1, 1]    # moment2.network.encoder.2.pool2.mlp.conv.weight
        , %para683 : Ref[Tensor(F32)][128, 256, 1, 1]    # moment2.network.encoder.3.mlp1.conv.weight
        , %para684 : Ref[Tensor(F32)][512, 256, 1, 1]    # moment2.network.encoder.3.mlp2.conv.weight
        , %para685 : Ref[Tensor(F32)][512, 256, 1, 1]    # moment2.network.encoder.3.shortcut.conv.weight
        , %para686 : Ref[Tensor(F32)][128, 10, 1, 1]    # moment2.network.encoder.3.lse1.mlp.conv.weight
        , %para687 : Ref[Tensor(F32)][128, 128, 1, 1]    # moment2.network.encoder.3.lse2.mlp.conv.weight
        , %para688 : Ref[Tensor(F32)][256, 256]    # moment2.network.encoder.3.pool1.score_fn.0.weight
        , %para689 : Ref[Tensor(F32)][128, 256, 1, 1]    # moment2.network.encoder.3.pool1.mlp.conv.weight
        , %para690 : Ref[Tensor(F32)][256, 256]    # moment2.network.encoder.3.pool2.score_fn.0.weight
        , %para691 : Ref[Tensor(F32)][256, 256, 1, 1]    # moment2.network.encoder.3.pool2.mlp.conv.weight
        , %para692 : Ref[Tensor(F32)][256, 512, 1, 1]    # moment2.network.encoder.4.mlp1.conv.weight
        , %para693 : Ref[Tensor(F32)][1024, 512, 1, 1]    # moment2.network.encoder.4.mlp2.conv.weight
        , %para694 : Ref[Tensor(F32)][1024, 512, 1, 1]    # moment2.network.encoder.4.shortcut.conv.weight
        , %para695 : Ref[Tensor(F32)][256, 10, 1, 1]    # moment2.network.encoder.4.lse1.mlp.conv.weight
        , %para696 : Ref[Tensor(F32)][256, 256, 1, 1]    # moment2.network.encoder.4.lse2.mlp.conv.weight
        , %para697 : Ref[Tensor(F32)][512, 512]    # moment2.network.encoder.4.pool1.score_fn.0.weight
        , %para698 : Ref[Tensor(F32)][256, 512, 1, 1]    # moment2.network.encoder.4.pool1.mlp.conv.weight
        , %para699 : Ref[Tensor(F32)][512, 512]    # moment2.network.encoder.4.pool2.score_fn.0.weight
        , %para700 : Ref[Tensor(F32)][512, 512, 1, 1]    # moment2.network.encoder.4.pool2.mlp.conv.weight
        , %para701 : Ref[Tensor(F32)][1024, 1024, 1, 1]    # moment2.network.mlp.conv.weight
        , %para702 : Ref[Tensor(F32)][13, 1024, 1, 1]    # moment2.network.supervise.0.conv.weight
        , %para703 : Ref[Tensor(F32)][13, 512, 1, 1]    # moment2.network.supervise.1.conv.weight
        , %para704 : Ref[Tensor(F32)][13, 256, 1, 1]    # moment2.network.supervise.2.conv.weight
        , %para705 : Ref[Tensor(F32)][13, 128, 1, 1]    # moment2.network.supervise.3.conv.weight
        , %para706 : Ref[Tensor(F32)][13, 32, 1, 1]    # moment2.network.supervise.4.conv.weight
        , %para707 : Ref[Tensor(F32)][13, 32, 1, 1]    # moment2.network.supervise.5.conv.weight
        , %para708 : Ref[Tensor(F32)][10, 512, 1, 1]    # moment2.network.Se.0.conv.weight
        , %para709 : Ref[Tensor(F32)][10, 256, 1, 1]    # moment2.network.Se.1.conv.weight
        , %para710 : Ref[Tensor(F32)][10, 128, 1, 1]    # moment2.network.Se.2.conv.weight
        , %para711 : Ref[Tensor(F32)][10, 32, 1, 1]    # moment2.network.Se.3.conv.weight
        , %para712 : Ref[Tensor(F32)][1536, 512, 1, 1]    # moment2.network.decoder.0.conv.weight
        , %para713 : Ref[Tensor(F32)][768, 256, 1, 1]    # moment2.network.decoder.1.conv.weight
        , %para714 : Ref[Tensor(F32)][384, 128, 1, 1]    # moment2.network.decoder.2.conv.weight
        , %para715 : Ref[Tensor(F32)][160, 32, 1, 1]    # moment2.network.decoder.3.conv.weight
        , %para716 : Ref[Tensor(F32)][64, 32, 1, 1]    # moment2.network.decoder.4.conv.weight
        , %para717 : Ref[Tensor(F32)][64, 32, 1, 1]    # moment2.network.fc_end.0.conv.weight
        , %para718 : Ref[Tensor(F32)][32, 64, 1, 1]    # moment2.network.fc_end.1.conv.weight
        , %para719 : Ref[Tensor(F32)][13, 32, 1, 1]    # moment2.network.fc_end.3.conv.weight
        , %para720 : Ref[Tensor(F32)][8]    # vhat.network.fc_start.bias
        , %para721 : Ref[Tensor(F32)][8]    # vhat.network.bn_start.0.gamma
        , %para722 : Ref[Tensor(F32)][8]    # vhat.network.bn_start.0.beta
        , %para723 : Ref[Tensor(F32)][8]    # vhat.network.encoder.0.mlp1.conv.bias
        , %para724 : Ref[Tensor(F32)][8]    # vhat.network.encoder.0.mlp1.batch_norm.gamma
        , %para725 : Ref[Tensor(F32)][8]    # vhat.network.encoder.0.mlp1.batch_norm.beta
        , %para726 : Ref[Tensor(F32)][32]    # vhat.network.encoder.0.mlp2.conv.bias
        , %para727 : Ref[Tensor(F32)][32]    # vhat.network.encoder.0.mlp2.batch_norm.gamma
        , %para728 : Ref[Tensor(F32)][32]    # vhat.network.encoder.0.mlp2.batch_norm.beta
        , %para729 : Ref[Tensor(F32)][32]    # vhat.network.encoder.0.shortcut.conv.bias
        , %para730 : Ref[Tensor(F32)][32]    # vhat.network.encoder.0.shortcut.batch_norm.gamma
        , %para731 : Ref[Tensor(F32)][32]    # vhat.network.encoder.0.shortcut.batch_norm.beta
        , %para732 : Ref[Tensor(F32)][8]    # vhat.network.encoder.0.lse1.mlp.conv.bias
        , %para733 : Ref[Tensor(F32)][8]    # vhat.network.encoder.0.lse1.mlp.batch_norm.gamma
        , %para734 : Ref[Tensor(F32)][8]    # vhat.network.encoder.0.lse1.mlp.batch_norm.beta
        , %para735 : Ref[Tensor(F32)][8]    # vhat.network.encoder.0.lse2.mlp.conv.bias
        , %para736 : Ref[Tensor(F32)][8]    # vhat.network.encoder.0.lse2.mlp.batch_norm.gamma
        , %para737 : Ref[Tensor(F32)][8]    # vhat.network.encoder.0.lse2.mlp.batch_norm.beta
        , %para738 : Ref[Tensor(F32)][8]    # vhat.network.encoder.0.pool1.mlp.conv.bias
        , %para739 : Ref[Tensor(F32)][8]    # vhat.network.encoder.0.pool1.mlp.batch_norm.gamma
        , %para740 : Ref[Tensor(F32)][8]    # vhat.network.encoder.0.pool1.mlp.batch_norm.beta
        , %para741 : Ref[Tensor(F32)][16]    # vhat.network.encoder.0.pool2.mlp.conv.bias
        , %para742 : Ref[Tensor(F32)][16]    # vhat.network.encoder.0.pool2.mlp.batch_norm.gamma
        , %para743 : Ref[Tensor(F32)][16]    # vhat.network.encoder.0.pool2.mlp.batch_norm.beta
        , %para744 : Ref[Tensor(F32)][32]    # vhat.network.encoder.1.mlp1.conv.bias
        , %para745 : Ref[Tensor(F32)][32]    # vhat.network.encoder.1.mlp1.batch_norm.gamma
        , %para746 : Ref[Tensor(F32)][32]    # vhat.network.encoder.1.mlp1.batch_norm.beta
        , %para747 : Ref[Tensor(F32)][128]    # vhat.network.encoder.1.mlp2.conv.bias
        , %para748 : Ref[Tensor(F32)][128]    # vhat.network.encoder.1.mlp2.batch_norm.gamma
        , %para749 : Ref[Tensor(F32)][128]    # vhat.network.encoder.1.mlp2.batch_norm.beta
        , %para750 : Ref[Tensor(F32)][128]    # vhat.network.encoder.1.shortcut.conv.bias
        , %para751 : Ref[Tensor(F32)][128]    # vhat.network.encoder.1.shortcut.batch_norm.gamma
        , %para752 : Ref[Tensor(F32)][128]    # vhat.network.encoder.1.shortcut.batch_norm.beta
        , %para753 : Ref[Tensor(F32)][32]    # vhat.network.encoder.1.lse1.mlp.conv.bias
        , %para754 : Ref[Tensor(F32)][32]    # vhat.network.encoder.1.lse1.mlp.batch_norm.gamma
        , %para755 : Ref[Tensor(F32)][32]    # vhat.network.encoder.1.lse1.mlp.batch_norm.beta
        , %para756 : Ref[Tensor(F32)][32]    # vhat.network.encoder.1.lse2.mlp.conv.bias
        , %para757 : Ref[Tensor(F32)][32]    # vhat.network.encoder.1.lse2.mlp.batch_norm.gamma
        , %para758 : Ref[Tensor(F32)][32]    # vhat.network.encoder.1.lse2.mlp.batch_norm.beta
        , %para759 : Ref[Tensor(F32)][32]    # vhat.network.encoder.1.pool1.mlp.conv.bias
        , %para760 : Ref[Tensor(F32)][32]    # vhat.network.encoder.1.pool1.mlp.batch_norm.gamma
        , %para761 : Ref[Tensor(F32)][32]    # vhat.network.encoder.1.pool1.mlp.batch_norm.beta
        , %para762 : Ref[Tensor(F32)][64]    # vhat.network.encoder.1.pool2.mlp.conv.bias
        , %para763 : Ref[Tensor(F32)][64]    # vhat.network.encoder.1.pool2.mlp.batch_norm.gamma
        , %para764 : Ref[Tensor(F32)][64]    # vhat.network.encoder.1.pool2.mlp.batch_norm.beta
        , %para765 : Ref[Tensor(F32)][64]    # vhat.network.encoder.2.mlp1.conv.bias
        , %para766 : Ref[Tensor(F32)][64]    # vhat.network.encoder.2.mlp1.batch_norm.gamma
        , %para767 : Ref[Tensor(F32)][64]    # vhat.network.encoder.2.mlp1.batch_norm.beta
        , %para768 : Ref[Tensor(F32)][256]    # vhat.network.encoder.2.mlp2.conv.bias
        , %para769 : Ref[Tensor(F32)][256]    # vhat.network.encoder.2.mlp2.batch_norm.gamma
        , %para770 : Ref[Tensor(F32)][256]    # vhat.network.encoder.2.mlp2.batch_norm.beta
        , %para771 : Ref[Tensor(F32)][256]    # vhat.network.encoder.2.shortcut.conv.bias
        , %para772 : Ref[Tensor(F32)][256]    # vhat.network.encoder.2.shortcut.batch_norm.gamma
        , %para773 : Ref[Tensor(F32)][256]    # vhat.network.encoder.2.shortcut.batch_norm.beta
        , %para774 : Ref[Tensor(F32)][64]    # vhat.network.encoder.2.lse1.mlp.conv.bias
        , %para775 : Ref[Tensor(F32)][64]    # vhat.network.encoder.2.lse1.mlp.batch_norm.gamma
        , %para776 : Ref[Tensor(F32)][64]    # vhat.network.encoder.2.lse1.mlp.batch_norm.beta
        , %para777 : Ref[Tensor(F32)][64]    # vhat.network.encoder.2.lse2.mlp.conv.bias
        , %para778 : Ref[Tensor(F32)][64]    # vhat.network.encoder.2.lse2.mlp.batch_norm.gamma
        , %para779 : Ref[Tensor(F32)][64]    # vhat.network.encoder.2.lse2.mlp.batch_norm.beta
        , %para780 : Ref[Tensor(F32)][64]    # vhat.network.encoder.2.pool1.mlp.conv.bias
        , %para781 : Ref[Tensor(F32)][64]    # vhat.network.encoder.2.pool1.mlp.batch_norm.gamma
        , %para782 : Ref[Tensor(F32)][64]    # vhat.network.encoder.2.pool1.mlp.batch_norm.beta
        , %para783 : Ref[Tensor(F32)][128]    # vhat.network.encoder.2.pool2.mlp.conv.bias
        , %para784 : Ref[Tensor(F32)][128]    # vhat.network.encoder.2.pool2.mlp.batch_norm.gamma
        , %para785 : Ref[Tensor(F32)][128]    # vhat.network.encoder.2.pool2.mlp.batch_norm.beta
        , %para786 : Ref[Tensor(F32)][128]    # vhat.network.encoder.3.mlp1.conv.bias
        , %para787 : Ref[Tensor(F32)][128]    # vhat.network.encoder.3.mlp1.batch_norm.gamma
        , %para788 : Ref[Tensor(F32)][128]    # vhat.network.encoder.3.mlp1.batch_norm.beta
        , %para789 : Ref[Tensor(F32)][512]    # vhat.network.encoder.3.mlp2.conv.bias
        , %para790 : Ref[Tensor(F32)][512]    # vhat.network.encoder.3.mlp2.batch_norm.gamma
        , %para791 : Ref[Tensor(F32)][512]    # vhat.network.encoder.3.mlp2.batch_norm.beta
        , %para792 : Ref[Tensor(F32)][512]    # vhat.network.encoder.3.shortcut.conv.bias
        , %para793 : Ref[Tensor(F32)][512]    # vhat.network.encoder.3.shortcut.batch_norm.gamma
        , %para794 : Ref[Tensor(F32)][512]    # vhat.network.encoder.3.shortcut.batch_norm.beta
        , %para795 : Ref[Tensor(F32)][128]    # vhat.network.encoder.3.lse1.mlp.conv.bias
        , %para796 : Ref[Tensor(F32)][128]    # vhat.network.encoder.3.lse1.mlp.batch_norm.gamma
        , %para797 : Ref[Tensor(F32)][128]    # vhat.network.encoder.3.lse1.mlp.batch_norm.beta
        , %para798 : Ref[Tensor(F32)][128]    # vhat.network.encoder.3.lse2.mlp.conv.bias
        , %para799 : Ref[Tensor(F32)][128]    # vhat.network.encoder.3.lse2.mlp.batch_norm.gamma
        , %para800 : Ref[Tensor(F32)][128]    # vhat.network.encoder.3.lse2.mlp.batch_norm.beta
        , %para801 : Ref[Tensor(F32)][128]    # vhat.network.encoder.3.pool1.mlp.conv.bias
        , %para802 : Ref[Tensor(F32)][128]    # vhat.network.encoder.3.pool1.mlp.batch_norm.gamma
        , %para803 : Ref[Tensor(F32)][128]    # vhat.network.encoder.3.pool1.mlp.batch_norm.beta
        , %para804 : Ref[Tensor(F32)][256]    # vhat.network.encoder.3.pool2.mlp.conv.bias
        , %para805 : Ref[Tensor(F32)][256]    # vhat.network.encoder.3.pool2.mlp.batch_norm.gamma
        , %para806 : Ref[Tensor(F32)][256]    # vhat.network.encoder.3.pool2.mlp.batch_norm.beta
        , %para807 : Ref[Tensor(F32)][256]    # vhat.network.encoder.4.mlp1.conv.bias
        , %para808 : Ref[Tensor(F32)][256]    # vhat.network.encoder.4.mlp1.batch_norm.gamma
        , %para809 : Ref[Tensor(F32)][256]    # vhat.network.encoder.4.mlp1.batch_norm.beta
        , %para810 : Ref[Tensor(F32)][1024]    # vhat.network.encoder.4.mlp2.conv.bias
        , %para811 : Ref[Tensor(F32)][1024]    # vhat.network.encoder.4.mlp2.batch_norm.gamma
        , %para812 : Ref[Tensor(F32)][1024]    # vhat.network.encoder.4.mlp2.batch_norm.beta
        , %para813 : Ref[Tensor(F32)][1024]    # vhat.network.encoder.4.shortcut.conv.bias
        , %para814 : Ref[Tensor(F32)][1024]    # vhat.network.encoder.4.shortcut.batch_norm.gamma
        , %para815 : Ref[Tensor(F32)][1024]    # vhat.network.encoder.4.shortcut.batch_norm.beta
        , %para816 : Ref[Tensor(F32)][256]    # vhat.network.encoder.4.lse1.mlp.conv.bias
        , %para817 : Ref[Tensor(F32)][256]    # vhat.network.encoder.4.lse1.mlp.batch_norm.gamma
        , %para818 : Ref[Tensor(F32)][256]    # vhat.network.encoder.4.lse1.mlp.batch_norm.beta
        , %para819 : Ref[Tensor(F32)][256]    # vhat.network.encoder.4.lse2.mlp.conv.bias
        , %para820 : Ref[Tensor(F32)][256]    # vhat.network.encoder.4.lse2.mlp.batch_norm.gamma
        , %para821 : Ref[Tensor(F32)][256]    # vhat.network.encoder.4.lse2.mlp.batch_norm.beta
        , %para822 : Ref[Tensor(F32)][256]    # vhat.network.encoder.4.pool1.mlp.conv.bias
        , %para823 : Ref[Tensor(F32)][256]    # vhat.network.encoder.4.pool1.mlp.batch_norm.gamma
        , %para824 : Ref[Tensor(F32)][256]    # vhat.network.encoder.4.pool1.mlp.batch_norm.beta
        , %para825 : Ref[Tensor(F32)][512]    # vhat.network.encoder.4.pool2.mlp.conv.bias
        , %para826 : Ref[Tensor(F32)][512]    # vhat.network.encoder.4.pool2.mlp.batch_norm.gamma
        , %para827 : Ref[Tensor(F32)][512]    # vhat.network.encoder.4.pool2.mlp.batch_norm.beta
        , %para828 : Ref[Tensor(F32)][1024]    # vhat.network.mlp.conv.bias
        , %para829 : Ref[Tensor(F32)][1024]    # vhat.network.mlp.batch_norm.gamma
        , %para830 : Ref[Tensor(F32)][1024]    # vhat.network.mlp.batch_norm.beta
        , %para831 : Ref[Tensor(F32)][13]    # vhat.network.supervise.0.conv.bias
        , %para832 : Ref[Tensor(F32)][13]    # vhat.network.supervise.0.batch_norm.gamma
        , %para833 : Ref[Tensor(F32)][13]    # vhat.network.supervise.0.batch_norm.beta
        , %para834 : Ref[Tensor(F32)][13]    # vhat.network.supervise.1.conv.bias
        , %para835 : Ref[Tensor(F32)][13]    # vhat.network.supervise.1.batch_norm.gamma
        , %para836 : Ref[Tensor(F32)][13]    # vhat.network.supervise.1.batch_norm.beta
        , %para837 : Ref[Tensor(F32)][13]    # vhat.network.supervise.2.conv.bias
        , %para838 : Ref[Tensor(F32)][13]    # vhat.network.supervise.2.batch_norm.gamma
        , %para839 : Ref[Tensor(F32)][13]    # vhat.network.supervise.2.batch_norm.beta
        , %para840 : Ref[Tensor(F32)][13]    # vhat.network.supervise.3.conv.bias
        , %para841 : Ref[Tensor(F32)][13]    # vhat.network.supervise.3.batch_norm.gamma
        , %para842 : Ref[Tensor(F32)][13]    # vhat.network.supervise.3.batch_norm.beta
        , %para843 : Ref[Tensor(F32)][13]    # vhat.network.supervise.4.conv.bias
        , %para844 : Ref[Tensor(F32)][13]    # vhat.network.supervise.4.batch_norm.gamma
        , %para845 : Ref[Tensor(F32)][13]    # vhat.network.supervise.4.batch_norm.beta
        , %para846 : Ref[Tensor(F32)][13]    # vhat.network.supervise.5.conv.bias
